symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),27.47,$1.22B,2007,Public Utilities,Electric Utilities: Central
ENBL,"Enable Midstream Partners, LP",14.79,$6.41B,2014,Public Utilities,Natural Gas Distribution
ENB,Enbridge Inc,36.1,$73B,NA,Energy,Natural Gas Distribution
ENBA,Enbridge Inc,25.11,NA,2018,Energy,Natural Gas Distribution
ECA,Encana Corporation,7.05,$6.71B,NA,Energy,Oil & Gas Production
EHC,Encompass Health Corporation,66.48,$6.58B,NA,Health Care,Hospital/Nursing Management
DAVA,Endava plc,23.67,$1.26B,2018,Technology,EDP Services
EXK,Endeavour Silver Corporation,1.95,$255.02M,NA,Basic Industries,Precious Metals
ENIA,Enel Americas S.A.,10.25,$11.96B,NA,Public Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A.,5.33,$7.48B,2016,Public Utilities,Electric Utilities: Central
ENR,"Energizer Holdings, Inc.",46.84,$2.81B,2015,Miscellaneous,Industrial Machinery/Components
EPC,"Energizer Holdings, Inc.",39.07,$2.11B,NA,Consumer Non-Durables,Package Goods/Cosmetics
ET,Energy Transfer L.P.,14.57,$38.13B,1996,Public Utilities,Natural Gas Distribution
ETP^C,"Energy Transfer Operating, L.P.",23.52,NA,NA,NA,NA
ETP^D,"Energy Transfer Operating, L.P.",24.21,NA,NA,NA,NA
ERF,Enerplus Corporation,9.37,$2.24B,NA,Energy,Oil & Gas Production
ENS,Enersys,84.79,$3.67B,2004,Consumer Non-Durables,Telecommunications Equipment
E,ENI S.p.A.,33.44,$60.76B,NA,Energy,Oil & Gas Production
ENLK,"EnLink Midstream Partners, LP",13.58,$4.8B,NA,Public Utilities,Natural Gas Distribution
ENLC,"EnLink Midstream, LLC",11.72,$2.13B,NA,Public Utilities,Natural Gas Distribution
EBF,"Ennis, Inc.",19.68,$514.13M,NA,Consumer Services,Office Equipment/Supplies/Services
ENVA,"Enova International, Inc.",23.37,$801M,2014,Finance,Finance: Consumer Services
NPO,EnPro Industries,66.16,$1.37B,NA,Basic Industries,Metal Fabrications
ESV,ENSCO plc,4.63,$2.03B,NA,Energy,Oil & Gas Production
ETM,Entercom Communications Corp.,7.16,$1.02B,1999,Consumer Services,Broadcasting
EAB,"Entergy Arkansas, LLC",24.1,NA,NA,Public Utilities,Electric Utilities: Central
EAE,"Entergy Arkansas, LLC",22.87,NA,2013,Public Utilities,Electric Utilities: Central
EAI,"Entergy Arkansas, LLC",23.45,NA,2016,Public Utilities,Electric Utilities: Central
ETR,Entergy Corporation,86.29,$16.22B,NA,Public Utilities,Electric Utilities: Central
ELC,"Entergy Louisiana, Inc.",23.9,NA,2016,Public Utilities,Electric Utilities: Central
ELJ,"Entergy Louisiana, Inc.",25.1,NA,NA,Public Utilities,Electric Utilities: Central
ELU,"Entergy Louisiana, Inc.",22.5,NA,NA,Public Utilities,Electric Utilities: Central
EMP,"Entergy Mississippi, LLC",23.57,NA,2016,Public Utilities,Electric Utilities: Central
ENJ,"Entergy New Orleans, LLC",23.808,NA,NA,Public Utilities,Power Generation
ENO,"Entergy New Orleans, LLC",25.9,NA,2016,Public Utilities,Power Generation
EZT,Entergy Texas Inc,25.36,NA,2014,Public Utilities,Electric Utilities: Central
EPD,Enterprise Products Partners L.P.,27.52,$60.07B,NA,Public Utilities,Natural Gas Distribution
EVC,Entravision Communications Corporation,3.71,$329.66M,2e3,Consumer Services,Broadcasting
ENV,"Envestnet, Inc",53.4,$2.57B,2010,Miscellaneous,Business Services
EVA,"Enviva Partners, LP",29.85,$790.39M,2015,Basic Industries,Forest Products
ENZ,"Enzo Biochem, Inc.",3.66,$172.72M,NA,Health Care,Medical Specialities
EOG,"EOG Resources, Inc.",101.05,$58.6B,NA,Energy,Oil & Gas Production
EPE,EP Energy Corporation,0.8241,$211.72M,2014,Energy,Oil & Gas Production
EPAM,"EPAM Systems, Inc.",138.59,$7.49B,2012,Technology,EDP Services
EPR,EPR Properties,70.7,$5.26B,1997,Consumer Services,Real Estate Investment Trusts
EPR^C,EPR Properties,28.945,NA,NA,NA,NA
EPR^E,EPR Properties,35.67,NA,NA,NA,NA
EPR^G,EPR Properties,21.84,NA,NA,NA,NA
EQM,"EQM Midstream Partners, LP",46.01,$5.54B,2012,Public Utilities,Natural Gas Distribution
EQT,EQT Corporation,21.18,$5.4B,NA,Energy,Oil & Gas Production
EFX,"Equifax, Inc.",104.24,$12.57B,NA,Finance,Finance: Consumer Services
EQNR,Equinor ASA,22.76,$75.75B,NA,Energy,Integrated oil Companies
ETRN,Equitrans Midstream Corporation,20.97,$5.33B,2018,Public Utilities,Natural Gas Distribution
EQC,Equity Commonwealth,30.75,$3.74B,NA,Consumer Services,Real Estate Investment Trusts
EQC^D,Equity Commonwealth,25.6467,NA,NA,NA,NA
ELS,"Equity Lifestyle Properties, Inc.",101.59,$9.12B,NA,Consumer Services,Real Estate Investment Trusts
EQR,Equity Residential,70.12,$25.84B,NA,Consumer Services,Real Estate Investment Trusts
EQS,"Equus Total Return, Inc.",1.9,$25.68M,NA,NA,NA
ERA,"Era Group, Inc.",10.48,$228.06M,NA,Transportation,Transportation Services
EROS,Eros International PLC,8.9,$640.37M,2013,Consumer Services,Movies/Entertainment
ESE,ESCO Technologies Inc.,65.98,$1.71B,NA,Consumer Durables,Telecommunications Equipment
ESNT,Essent Group Ltd.,37.78,$3.71B,2013,Finance,Property-Casualty Insurers
EPRT,"Essential Properties Realty Trust, Inc.",14.68,$642.24M,2018,Consumer Services,Real Estate Investment Trusts
ESS,"Essex Property Trust, Inc.",259.93,$17.17B,1994,Consumer Services,Real Estate Investment Trusts
EL,"Estee Lauder Companies, Inc. (The)",127.54,$46.28B,1995,Consumer Non-Durables,Package Goods/Cosmetics
ESL,Esterline Technologies Corporation,121.6,$3.6B,NA,Capital Goods,Industrial Machinery/Components
ETH,Ethan Allen Interiors Inc.,18.67,$496.05M,1993,Consumer Durables,Home Furnishings
EURN,Euronav NV,7.78,$1.7B,2015,Transportation,Marine Transportation
EEA,"European Equity Fund, Inc. (The)",8.26,$65.37M,NA,NA,NA
EB,"Eventbrite, Inc.",31.18,$2.44B,2018,Technology,"Computer Software: Programming, Data Processing"
EVR,Evercore Inc.,86.22,$3.49B,2006,Finance,Investment Managers
RE,"Everest Re Group, Ltd.",216.69,$8.81B,NA,Finance,Property-Casualty Insurers
EVRG,"Evergy, Inc.",56.66,$14.93B,2018,Public Utilities,Power Generation
EVRI,Everi Holdings Inc.,6.84,$480.12M,NA,Consumer Services,Services-Misc. Amusement & Recreation
ES,Eversource Energy,67.67,$21.44B,NA,Public Utilities,Electric Utilities: Central
EVTC,"Evertec, Inc.",28,$2.04B,2013,Technology,EDP Services
EVH,"Evolent Health, Inc",18.66,$1.53B,2015,Consumer Services,Other Consumer Services
AQUA,Evoqua Water Technologies Corp.,10.46,$1.19B,2017,Technology,Industrial Machinery/Components
XAN,Exantas Capital Corp.,10.38,$328.64M,NA,Consumer Services,Real Estate Investment Trusts
XAN^C,Exantas Capital Corp.,24.99,NA,NA,NA,NA
EXC,Exelon Corporation,46.08,$44.56B,NA,Public Utilities,Power Generation
EXPR,"Express, Inc.",5.4,$370.05M,2010,Consumer Services,Clothing/Shoe/Accessory Stores
EXTN,Exterran Corporation,19.37,$700.29M,2015,Technology,Diversified Commercial Services
EXR,Extra Space Storage Inc,92.33,$11.68B,2004,Consumer Services,Real Estate Investment Trusts
XOM,Exxon Mobil Corporation,72.99,$309.03B,NA,Energy,Integrated oil Companies
FNB,F.N.B. Corporation,11.44,$3.71B,NA,Finance,Major Banks
FNB^E,F.N.B. Corporation,27,NA,NA,NA,NA
FN,Fabrinet,54.33,$2B,2010,Public Utilities,Telecommunications Equipment
FDS,FactSet Research Systems Inc.,214.45,$8.16B,1996,Technology,"Computer Software: Programming, Data Processing"
FICO,Fair Isaac Corporation,216.39,$6.27B,NA,Miscellaneous,Business Services
SFUN,Fang Holdings Limited,1.89,$844.5M,2010,Technology,EDP Services
FPAC,Far Point Acquisition Corporation,9.75,$764.72M,2018,Finance,Business Services
FPAC.U,Far Point Acquisition Corporation,NA,NA,2018,NA,NA
FPAC.WS,Far Point Acquisition Corporation,NA,NA,NA,NA,NA
FTCH,Farfetch Limited,20.87,$5.95B,2018,Miscellaneous,Business Services
FPI,Farmland Partners Inc.,5.77,$214.91M,2014,Consumer Services,Real Estate Investment Trusts
FPI^B,Farmland Partners Inc.,22.84,NA,NA,NA,NA
FBK,FB Financial Corporation,38.4,$1.18B,2016,Finance,Major Banks
FFG,"FBL Financial Group, Inc.",70.61,$1.75B,1996,Finance,Life Insurance
AGM,Federal Agricultural Mortgage Corporation,72.33,$771.66M,NA,Finance,Finance Companies
AGM.A,Federal Agricultural Mortgage Corporation,NA,NA,NA,NA,NA
AGM^A,Federal Agricultural Mortgage Corporation,25.5,NA,NA,NA,NA
AGM^B,Federal Agricultural Mortgage Corporation,26.1197,NA,NA,NA,NA
AGM^C,Federal Agricultural Mortgage Corporation,25.07,NA,NA,NA,NA
FRT,Federal Realty Investment Trust,125.91,$9.3B,NA,Consumer Services,Real Estate Investment Trusts
FRT^C,Federal Realty Investment Trust,21.54,NA,NA,NA,NA
FSS,Federal Signal Corporation,21.91,$1.32B,NA,Capital Goods,Auto Manufacturing
FII,"Federated Investors, Inc.",26.43,$2.66B,1998,Finance,Investment Managers
FMN,Federated Premier Municipal Income Fund,12.87,$147.96M,2002,NA,NA
FDX,FedEx Corporation,176.91,$46.18B,NA,Transportation,Air Freight/Delivery Services
RACE,Ferrari N.V.,113.29,$27.77B,2015,Capital Goods,Auto Manufacturing
FGP,"Ferrellgas Partners, L.P.",1.1,$106.87M,1994,Consumer Services,Other Specialty Stores
FOE,Ferro Corporation,16.44,$1.37B,NA,Basic Industries,Paints/Coatings
FG,FGL Holdings,7.8,$1.73B,2017,Finance,Life Insurance
FG.WS,FGL Holdings,NA,NA,NA,NA,NA
FCAU,Fiat Chrysler Automobiles N.V.,16.78,$32.88B,2014,Capital Goods,Auto Manufacturing
FNF,"Fidelity National Financial, Inc.",34.43,$9.48B,2014,Finance,Specialty Insurers
FIS,"Fidelity National Information Services, Inc.",105.84,$34.66B,NA,Miscellaneous,Business Services
FMO,Fiduciary/Claymore Energy Infrastructure Fund,10.63,$376.74M,2004,NA,NA
FAF,First American Corporation (The),47.71,$5.33B,NA,Finance,Specialty Insurers
FBP,First BanCorp.,9.5,$2.06B,NA,Finance,Major Banks
FCF,First Commonwealth Financial Corporation,13.28,$1.32B,NA,Finance,Major Banks
FDC,First Data Corporation,22.95,$21.49B,2015,Miscellaneous,Business Services
FHN,First Horizon National Corporation,14.4,$4.66B,NA,Finance,Major Banks
FHN^A,First Horizon National Corporation,25.35,NA,NA,NA,NA
FR,"First Industrial Realty Trust, Inc.",31.29,$3.95B,1994,Consumer Services,Real Estate Investment Trusts
AG,First Majestic Silver Corp.,5.15,$998.45M,NA,Basic Industries,Precious Metals
FRC,FIRST REPUBLIC BANK,96.02,$15.82B,NA,NA,NA
FRC^D,FIRST REPUBLIC BANK,24.13,NA,NA,NA,NA
FRC^F,FIRST REPUBLIC BANK,25.48,NA,NA,NA,NA
FRC^G,FIRST REPUBLIC BANK,24.06,NA,NA,NA,NA
FRC^H,FIRST REPUBLIC BANK,22.99,NA,NA,NA,NA
FRC^I,FIRST REPUBLIC BANK,23.7,NA,NA,NA,NA
FFA,First Trust,14.19,$283.42M,2004,NA,NA
FMY,First Trust,13.37,$56.33M,2005,NA,NA
FDEU,First Trust Dynamic Europe Equity Income Fund,13.82,$238.14M,2015,NA,NA
FIF,First Trust Energy Infrastructure Fund,14.99,$263.08M,2011,NA,NA
FSD,First Trust High Income Long Short Fund,13.98,$418.66M,2010,NA,NA
FPF,First Trust Intermediate Duration Preferred & Income Fund,20.83,$1.27B,2013,NA,NA
FEI,First Trust MLP and Energy Income Fund,11.2606,$527.64M,2012,NA,NA
FPL,First Trust New Opportunities MLP & Energy Fund,8.73,$221.73M,2014,NA,NA
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,8.8,$315.32M,2016,NA,NA
FCT,First Trust Senior Floating Rate Income Fund II,11.71,$312.62M,2004,NA,NA
FGB,First Trust Specialty Finance and Financial Opportunities Fund,5.89,$84.52M,2007,NA,NA
FEO,First Trust/Aberdeen Emerging Opportunity Fund,13.31,$68.77M,NA,NA,NA
FAM,First Trust/Aberdeen Global Opportunity Income Fund,9.73,$126.01M,2006,NA,NA
FE,FirstEnergy Corp.,38.87,$19.88B,NA,Public Utilities,Electric Utilities: Central
FIT,"Fitbit, Inc.",6.05,$1.5B,2015,Technology,Computer Manufacturing
FPH,"Five Point Holdings, LLC",7.1,$472.35M,2017,Finance,Real Estate
FBC,"Flagstar Bancorp, Inc.",29.98,$1.73B,NA,Finance,Savings Institutions
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,21.81,$417.91M,2013,NA,NA
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,12.83,$143.68M,1991,NA,NA
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,11.55,$145.09M,1992,NA,NA
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,18.01,$796.99M,2003,NA,NA
FLC,Flaherty & Crumrine Total Return Fund Inc,18.19,$181.14M,2003,NA,NA
FLT,"FleetCor Technologies, Inc.",198.32,$24.36B,2010,Miscellaneous,Business Services
FND,"Floor & Decor Holdings, Inc.",31.96,$3.11B,2017,Consumer Services,RETAIL: Building Materials
FTK,"Flotek Industries, Inc.",2.5,$142.59M,NA,Basic Industries,Major Chemicals
FLO,"Flowers Foods, Inc.",19.61,$4.14B,NA,Consumer Non-Durables,Packaged Foods
FLS,Flowserve Corporation,43.1,$5.64B,NA,Capital Goods,Fluid Controls
FLR,Fluor Corporation,38.53,$5.42B,NA,Basic Industries,Military/Government/Technical
FLY,Fly Leasing Limited,10.99,$358.82M,2007,NA,NA
FMC,FMC Corporation,80.65,$10.86B,NA,Basic Industries,Major Chemicals
FMX,Fomento Economico Mexicano S.A.B. de C.V.,93.41,$167.12B,NA,Consumer Non-Durables,Beverages (Production/Distribution)
FL,"Foot Locker, Inc.",58.37,$6.59B,NA,Consumer Services,Clothing/Shoe/Accessory Stores
F,Ford Motor Company,8.58,$34.13B,NA,Capital Goods,Auto Manufacturing
FELP,Foresight Energy LP,3.3418,$487.23M,2014,Energy,Coal Mining
FOR,Forestar Group Inc,15.11,$633.95M,2017,Finance,Real Estate
FTS,Fortis Inc.,34.93,$14.97B,2016,Public Utilities,Electric Utilities: Central
FTV,Fortive Corporation,73.03,$24.39B,2016,Capital Goods,Industrial Machinery/Components
FTV^A,Fortive Corporation,959.07,NA,NA,NA,NA
FTAI,Fortress Transportation and Infrastructure Investors LLC,15.19,$1.28B,2015,NA,NA
FSM,Fortuna Silver Mines Inc.,3.34,$534.2M,NA,Basic Industries,Precious Metals
FBHS,"Fortune Brands Home & Security, Inc.",43.06,$6.09B,NA,Basic Industries,Homebuilding
FET,"Forum Energy Technologies, Inc.",5.11,$557.84M,2012,Energy,Metal Fabrications
FBM,"Foundation Building Materials, Inc.",9.75,$418.23M,2017,Consumer Services,RETAIL: Building Materials
FCPT,"Four Corners Property Trust, Inc.",26.44,$1.79B,2015,Consumer Services,Real Estate Investment Trusts
FEDU,Four Seasons Education (Cayman) Inc.,2.65,$127.49M,2017,Consumer Services,Other Consumer Services
FNV,Franco-Nevada Corporation,68.9,$12.86B,NA,Basic Industries,Precious Metals
FC,Franklin Covey Company,24.83,$345.86M,NA,Consumer Services,Other Consumer Services
FSB,"Franklin Financial Network, Inc.",28.53,$414.43M,2015,Finance,Major Banks
BEN,"Franklin Resources, Inc.",31.54,$16.16B,NA,Finance,Investment Managers
FT,Franklin Universal Trust,6.66,$167.38M,NA,NA,NA
FI,Frank&#39;s International N.V.,5.92,$1.33B,2013,Energy,Oilfield Services/Equipment
FCX,"Freeport-McMoran, Inc.",12.56,$18.2B,NA,Basic Industries,Precious Metals
FMS,Fresenius Medical Care Corporation,35.15,$21.57B,NA,Health Care,Hospital/Nursing Management
FDP,"Fresh Del Monte Produce, Inc.",30.22,$1.46B,1997,Consumer Non-Durables,Farming/Seeds/Milling
RESI,Front Yard Residential Corporation,10.34,$554.54M,NA,Finance,Real Estate
FRO,Frontline Ltd.,5.8,$984.96M,NA,Transportation,Marine Transportation
FSK,FS KKR Capital Corp.,5.9,$3.14B,2014,NA,NA
FCN,"FTI Consulting, Inc.",68.4,$2.63B,NA,Consumer Services,Professional Services
FTSI,"FTS International, Inc.",8.05,$879.66M,2018,Energy,Oilfield Services/Equipment
FF,FutureFuel Corp.,17.08,$747.13M,NA,Basic Industries,Major Chemicals
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",4.86,$69.86M,NA,NA,NA
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.18,NA,NA,NA,NA
GDV,Gabelli Dividend,20.21,$1.67B,2003,NA,NA
GDV^A,Gabelli Dividend,25.58,NA,NA,NA,NA
GDV^D,Gabelli Dividend,25.5457,NA,NA,NA,NA
GDV^G,Gabelli Dividend,24.26,NA,NA,NA,NA
GAB,"Gabelli Equity Trust, Inc. (The)",5.74,$1.45B,1986,NA,NA
GAB^D,"Gabelli Equity Trust, Inc. (The)",25.5,NA,NA,NA,NA
GAB^G,"Gabelli Equity Trust, Inc. (The)",23.01,NA,NA,NA,NA
GAB^H,"Gabelli Equity Trust, Inc. (The)",23.01,NA,NA,NA,NA
GAB^J,"Gabelli Equity Trust, Inc. (The)",25.05,NA,NA,NA,NA
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),10.98,$112.26M,2014,NA,NA
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),24.7305,NA,NA,NA,NA
GGT,Gabelli Multi-Media Trust Inc. (The),8.15,$197.88M,NA,NA,NA
GGT^B,Gabelli Multi-Media Trust Inc. (The),25.61,NA,NA,NA,NA
GGT^E,Gabelli Multi-Media Trust Inc. (The),23.08,NA,NA,NA,NA
GUT,Gabelli Utility Trust (The),6.22,$330.79M,NA,NA,NA
GUT^A,Gabelli Utility Trust (The),25.5021,NA,NA,NA,NA
GUT^C,Gabelli Utility Trust (The),25.0048,NA,NA,NA,NA
GCAP,"GAIN Capital Holdings, Inc.",6.51,$288.27M,2010,Finance,Investment Bankers/Brokers/Service
GBL,"Gamco Investors, Inc.",19.09,$554.85M,1999,Finance,Investment Bankers/Brokers/Service
GNT,"GAMCO Natural Resources, Gold & Income Tust",5.3,$110.76M,2011,NA,NA
GNT^A,"GAMCO Natural Resources, Gold & Income Tust",22.8914,NA,NA,NA,NA
GME,Gamestop Corporation,15.93,$1.62B,2002,Consumer Services,Electronics Distribution
GPS,"Gap, Inc. (The)",26.01,$9.92B,NA,Consumer Services,Clothing/Shoe/Accessory Stores
GDI,"Gardner Denver Holdings, Inc.",23.22,$4.62B,2017,Technology,Industrial Machinery/Components
GTX,Garrett Motion Inc.,15.81,$1.17B,2018,Capital Goods,Auto Parts:O.E.M.
IT,"Gartner, Inc.",129.74,$11.79B,1993,Consumer Services,Other Consumer Services
GLOG,GasLog LP.,18.21,$1.47B,2012,Consumer Services,Marine Transportation
GLOG^A,GasLog LP.,25.93,NA,NA,NA,NA
GLOP,GasLog Partners LP,21.4,$986.8M,2014,Consumer Services,Marine Transportation
GLOP^A,GasLog Partners LP,23.18,NA,NA,NA,NA
GLOP^B,GasLog Partners LP,22.07,NA,NA,NA,NA
GLOP^C,GasLog Partners LP,22.28,NA,NA,NA,NA
GTES,Gates Industrial Corporation plc,15.1,$4.38B,2018,Technology,Industrial Machinery/Components
GATX,GATX Corporation,73.44,$2.76B,NA,Consumer Services,Transportation Services
GMTA,GATX Corporation,24,NA,2016,Consumer Services,Transportation Services
GZT,Gazit-Globe Ltd.,7.56,$1.42B,2011,Finance,Real Estate
GCP,GCP Applied Technologies Inc.,25.26,$1.82B,2016,Basic Industries,Major Chemicals
GNK,Genco Shipping & Trading Limited,8.9,$370.64M,NA,Transportation,Marine Transportation
GNRC,Generac Holdlings Inc.,54.74,$3.4B,2010,Consumer Durables,Metal Fabrications
GAM,"General American Investors, Inc.",30.63,$784.36M,NA,NA,NA
GAM^B,"General American Investors, Inc.",25.9092,NA,NA,NA,NA
GD,General Dynamics Corporation,168.58,$49.92B,NA,Capital Goods,Marine Transportation
GE,General Electric Company,9.06,$78.8B,NA,Energy,Consumer Electronics/Appliances
GIS,"General Mills, Inc.",43.47,$25.94B,NA,Consumer Non-Durables,Packaged Foods
GM,General Motors Company,38.61,$54.49B,2010,Capital Goods,Auto Manufacturing
GM.WS.B,General Motors Company,NA,NA,NA,NA,NA
GCO,Genesco Inc.,48.35,$976.31M,NA,Consumer Services,Clothing/Shoe/Accessory Stores
GWR,"Genesee & Wyoming, Inc.",78.48,$4.62B,NA,Transportation,Railroads
GEL,"Genesis Energy, L.P.",21.12,$2.59B,1996,Energy,Oil Refining/Marketing
GEN,"Genesis Healthcare, Inc.",1.64,$265.16M,NA,Health Care,Hospital/Nursing Management
GNE,Genie Energy Ltd.,8.82,$237M,2011,Public Utilities,Power Generation
GNE^A,Genie Energy Ltd.,8.074,NA,NA,NA,NA
G,Genpact Limited,29.22,$5.55B,2007,Consumer Services,Professional Services
GPC,Genuine Parts Company,97.93,$14.37B,NA,Capital Goods,Automotive Aftermarket
GNW,Genworth Financial Inc,5.01,$2.51B,2004,Finance,Life Insurance
GEO,Geo Group Inc (The),22.29,$2.71B,NA,Consumer Services,Real Estate Investment Trusts
GPRK,Geopark Ltd,16.25,$985.12M,2014,Energy,Oil & Gas Production
GPJA,Georgia Power Company,22.85,NA,2017,Public Utilities,Electric Utilities: Central
GGB,Gerdau S.A.,4.09,$6.96B,NA,Capital Goods,Steel/Iron Ore
GTY,Getty Realty Corporation,30.61,$1.24B,NA,Finance,Real Estate
GIG,"GigCapital, Inc.",10.2,$188.31M,2018,Finance,Business Services
GIG.U,"GigCapital, Inc.",NA,NA,2017,NA,NA
GIG.WS,"GigCapital, Inc.",NA,NA,NA,NA,NA
GIG~,"GigCapital, Inc.",0.229,NA,NA,NA,NA
GIL,"Gildan Activewear, Inc.",32.77,$6.77B,1998,Consumer Non-Durables,Apparel
GLT,Glatfelter,11.97,$524.07M,NA,Basic Industries,Paper
GKOS,Glaukos Corporation,62.68,$2.26B,2015,Health Care,Medical/Dental Instruments
GSK,GlaxoSmithKline PLC,39.06,$96.96B,NA,Health Care,Major Pharmaceuticals
BRSS,"Global Brass and Copper Holdings, Inc.",28.59,$634.68M,2013,Capital Goods,Metal Fabrications
CO,Global Cord Blood Corporation,6.11,$742.68M,NA,Finance,Business Services
GMRE,Global Medical REIT Inc.,9.54,$212.68M,2016,Consumer Services,Real Estate Investment Trusts
GMRE^A,Global Medical REIT Inc.,24.5401,NA,NA,NA,NA
GNL,"Global Net Lease, Inc.",20.21,$1.46B,2015,Consumer Services,Real Estate Investment Trusts
GNL^A,"Global Net Lease, Inc.",23.62,NA,NA,NA,NA
GLP,Global Partners LP,17.39,$591.18M,2005,Energy,Oil Refining/Marketing
GLP^A,Global Partners LP,25,NA,NA,NA,NA
GPN,Global Payments Inc.,114.59,$18.13B,NA,Miscellaneous,Business Services
GSL,"Global Ship Lease, Inc.",0.86,$67.99M,NA,Transportation,Marine Transportation
GSL^B,"Global Ship Lease, Inc.",21.46,NA,NA,NA,NA
GLOB,Globant S.A.,65,$2.33B,2014,Technology,EDP Services
GMED,"Globus Medical, Inc.",43.49,$4.28B,2012,Health Care,Medical/Dental Instruments
GMS,GMS Inc.,18.63,$767.22M,2016,Consumer Services,RETAIL: Building Materials
GNC,"GNC Holdings, Inc.",3,$251.65M,2011,Consumer Non-Durables,Food Chains
GDDY,GoDaddy Inc.,65.31,$11.33B,2015,Technology,EDP Services
GOL,Gol Linhas Aereas Inteligentes S.A.,12.99,$20.33B,2004,Transportation,Air Freight/Delivery Services
GFI,Gold Fields Limited,3.58,$2.94B,NA,Basic Industries,Precious Metals
GG,Goldcorp Inc.,10.37,$9.02B,NA,Basic Industries,Precious Metals
GSBD,"Goldman Sachs BDC, Inc.",20.03,$805.76M,2015,NA,NA
